time,d,rssi
1650978229.0,1.0,52.0
1650978229.0,3.0,61.0
1650978229.0,9.0,85.0
1650978230.0,6.0,70.0
1650978230.0,3.0,60.0
1650978230.0,9.0,75.0
1650978231.0,1.0,67.0
1650978232.0,6.0,80.0
1650978232.0,1.0,62.0
1650978232.0,3.0,65.0
1650978234.0,6.0,82.0
1650978234.0,1.0,63.0
1650978234.0,3.0,65.0
1650978235.0,6.0,80.0
1650978235.0,1.0,56.0
1650978235.0,3.0,71.0
1650978236.0,6.0,76.0
1650978236.0,3.0,65.0
1650978236.0,9.0,85.0
1650978238.0,6.0,77.0
1650978238.0,1.0,60.0
1650978239.0,6.0,79.0
1650978239.0,3.0,61.0
1650978240.0,1.0,50.0
1650978241.0,6.0,75.0
1650978241.0,3.0,61.0
1650978241.0,1.0,52.0
1650978242.0,9.0,77.0
1650978243.0,6.0,67.0
1650978243.0,1.0,49.0
1650978244.0,6.0,77.0
1650978244.0,1.0,64.0
1650978245.0,9.0,87.0
1650978246.0,6.0,84.0
1650978246.0,3.0,73.0
1650978246.0,6.0,80.0
1650978246.0,1.0,65.0
1650978247.0,1.0,72.0
1650978248.0,6.0,79.0
1650978248.0,9.0,84.0
1650978249.0,1.0,55.0
1650978249.0,3.0,66.0
1650978250.0,6.0,78.0
1650978250.0,1.0,56.0
1650978250.0,3.0,70.0
1650978250.0,9.0,79.0
1650978251.0,9.0,78.0
1650978252.0,6.0,78.0
1650978252.0,1.0,60.0
1650978253.0,6.0,71.0
1650978253.0,9.0,89.0
1650978254.0,6.0,71.0
1650978254.0,3.0,70.0
1650978254.0,9.0,90.0
1650978256.0,1.0,60.0
1650978256.0,3.0,66.0
1650978257.0,1.0,63.0
1650978258.0,6.0,86.0
1650978258.0,1.0,63.0
1650978258.0,9.0,95.0
1650978259.0,3.0,65.0
1650978260.0,6.0,85.0
1650978260.0,1.0,58.0
1650978261.0,6.0,77.0
1650978261.0,1.0,54.0
1650978261.0,9.0,79.0
1650978262.0,3.0,67.0
1650978262.0,9.0,77.0
1650978263.0,6.0,77.0
1650978263.0,1.0,61.0
1650978263.0,3.0,66.0
1650978264.0,6.0,83.0
1650978264.0,1.0,57.0
1650978264.0,9.0,82.0
1650978265.0,3.0,63.0
1650978265.0,9.0,80.0
1650978266.0,6.0,68.0
1650978266.0,6.0,68.0
1650978266.0,1.0,56.0
1650978266.0,9.0,79.0
1650978267.0,1.0,54.0
1650978268.0,3.0,68.0
1650978268.0,3.0,67.0
1650978268.0,9.0,80.0
1650978269.0,9.0,79.0
1650978270.0,6.0,81.0
1650978270.0,6.0,76.0
1650978270.0,1.0,57.0
1650978270.0,9.0,79.0
1650978271.0,1.0,55.0
1650978271.0,3.0,70.0
1650978272.0,3.0,67.0
1650978273.0,6.0,74.0
1650978273.0,1.0,53.0
1650978273.0,9.0,80.0
1650978274.0,6.0,73.0
1650978274.0,3.0,63.0
1650978274.0,3.0,64.0
1650978275.0,1.0,56.0
1650978276.0,6.0,70.0
1650978276.0,9.0,83.0
1650978276.0,1.0,56.0
1650978276.0,9.0,86.0
1650978277.0,3.0,66.0
1650978278.0,1.0,59.0
1650978278.0,3.0,73.0
1650978279.0,6.0,91.0
1650978279.0,6.0,79.0
1650978279.0,1.0,67.0
1650978280.0,3.0,79.0
1650978280.0,3.0,69.0
1650978281.0,9.0,79.0
1650978282.0,6.0,79.0
1650978282.0,6.0,76.0
1650978282.0,1.0,55.0
1650978282.0,3.0,67.0
1650978283.0,9.0,85.0
1650978284.0,1.0,56.0
1650978285.0,6.0,75.0
1650978285.0,1.0,56.0
1650978285.0,9.0,81.0
1650978286.0,6.0,72.0
1650978286.0,3.0,63.0
1650978286.0,9.0,81.0
1650978287.0,6.0,70.0
1650978288.0,1.0,54.0
1650978288.0,3.0,71.0
1650978289.0,6.0,81.0
1650978291.0,6.0,83.0
1650978291.0,1.0,69.0
1650978291.0,3.0,67.0
1650978292.0,3.0,66.0
1650978293.0,1.0,56.0
1650978295.0,3.0,72.0
1650978295.0,9.0,81.0
1650978295.0,9.0,84.0
1650978296.0,6.0,81.0
1650978297.0,1.0,59.0
1650978297.0,3.0,65.0
1650978297.0,9.0,79.0
1650978298.0,1.0,58.0
1650978298.0,3.0,65.0
1650978299.0,6.0,78.0
1650978299.0,1.0,63.0
1650978299.0,9.0,77.0
1650978300.0,3.0,61.0
1650978300.0,6.0,83.0
1650978300.0,9.0,90.0
1650978301.0,1.0,63.0
1650978301.0,3.0,62.0
1650978311.0,1.0,54.0
1650978312.0,3.0,64.0
1650978312.0,9.0,83.0
1650978313.0,1.0,58.0
1650978313.0,3.0,66.0
1650978314.0,6.0,80.0
1650978314.0,9.0,85.0
1650978315.0,3.0,68.0
1650978315.0,1.0,52.0
1650978316.0,6.0,76.0
1650978316.0,1.0,50.0
1650978316.0,9.0,82.0
1650978319.0,1.0,55.0
1650978319.0,9.0,81.0
1650978319.0,1.0,57.0
1650978321.0,6.0,77.0
1650978321.0,9.0,85.0
1650978321.0,3.0,70.0
1650978322.0,6.0,82.0
1650978322.0,1.0,66.0
1650978324.0,3.0,73.0
1650978324.0,1.0,58.0
1650978324.0,3.0,63.0
1650978325.0,6.0,79.0
1650978325.0,9.0,80.0
1650978326.0,1.0,57.0
1650978326.0,3.0,70.0
1650978327.0,3.0,68.0
1650978327.0,9.0,81.0
1650978327.0,1.0,57.0
1650978328.0,6.0,71.0
1650978328.0,9.0,83.0
1650978329.0,6.0,78.0
1650978329.0,1.0,57.0
1650978330.0,9.0,84.0
1650978331.0,1.0,56.0
1650978331.0,3.0,67.0
1650978331.0,9.0,78.0
1650978332.0,6.0,80.0
1650978332.0,1.0,53.0
1650978333.0,1.0,53.0
1650978335.0,6.0,71.0
1650978335.0,1.0,56.0
1650978336.0,1.0,65.0
1650978336.0,3.0,64.0
1650978337.0,6.0,88.0
1650978337.0,1.0,65.0
1650978337.0,3.0,73.0
1650978338.0,9.0,91.0
1650978339.0,1.0,65.0
1650978339.0,3.0,64.0
1650978339.0,9.0,88.0
1650978340.0,6.0,88.0
1650978340.0,3.0,64.0
1650978340.0,9.0,85.0
1650978341.0,6.0,80.0
1650978342.0,1.0,57.0
1650978343.0,6.0,80.0
1650978343.0,3.0,67.0
1650978343.0,9.0,85.0
1650978344.0,6.0,81.0
1650978344.0,1.0,57.0
1650978345.0,3.0,63.0
1650978346.0,6.0,70.0
1650978346.0,9.0,84.0
1650978347.0,1.0,59.0
1650978347.0,3.0,63.0
1650978348.0,3.0,63.0
1650978348.0,9.0,91.0
1650978349.0,6.0,89.0
1650978350.0,1.0,64.0
1650978350.0,3.0,65.0
1650978350.0,9.0,85.0
1650978351.0,3.0,67.0
1650978352.0,6.0,83.0
1650978353.0,1.0,56.0
1650978354.0,6.0,86.0
1650978354.0,3.0,70.0
1650978355.0,9.0,79.0
1650978355.0,6.0,79.0
1650978355.0,1.0,57.0
1650978356.0,3.0,71.0
1650978356.0,9.0,82.0
1650978357.0,9.0,84.0
1650978358.0,6.0,70.0
1650978359.0,1.0,54.0
1650978359.0,3.0,64.0
1650978359.0,9.0,90.0
1650978360.0,6.0,70.0
1650978360.0,3.0,63.0
1650978361.0,6.0,70.0
1650978361.0,9.0,83.0
1650978361.0,1.0,65.0
1650978362.0,3.0,64.0
1650978362.0,9.0,86.0
1650978363.0,6.0,82.0
1650978363.0,3.0,70.0
1650978364.0,6.0,88.0
1650978364.0,1.0,70.0
1650978364.0,1.0,65.0
1650978366.0,9.0,83.0
1650978366.0,3.0,67.0
1650978366.0,9.0,83.0
1650978367.0,6.0,80.0
1650978367.0,1.0,57.0
1650978368.0,3.0,67.0
1650978369.0,9.0,81.0
1650978369.0,6.0,83.0
1650978369.0,1.0,55.0
1650978369.0,3.0,68.0
1650978370.0,6.0,70.0
1650978370.0,1.0,54.0
1650978370.0,9.0,82.0
1650978376.0,6.0,77.0
1650978376.0,3.0,76.0
1650978377.0,3.0,74.0
1650978377.0,1.0,54.0
1650978379.0,6.0,79.0
1650978379.0,1.0,57.0
1650978379.0,3.0,63.0
1650978379.0,9.0,74.0
1650978380.0,6.0,77.0
1650978381.0,3.0,63.0
1650978381.0,9.0,79.0
1650978382.0,1.0,56.0
1650978382.0,9.0,77.0
1650978384.0,6.0,81.0
1650978384.0,1.0,59.0
1650978384.0,9.0,86.0
1650978385.0,6.0,79.0
1650978385.0,1.0,55.0
1650978385.0,3.0,70.0
1650978386.0,1.0,93.0
1650978387.0,6.0,83.0
1650978387.0,3.0,71.0
1650978387.0,9.0,98.0
1650978388.0,1.0,79.0
1650978389.0,1.0,58.0
1650978389.0,3.0,71.0
1650978390.0,3.0,65.0
1650978390.0,9.0,84.0
1650978390.0,1.0,62.0
1650978390.0,3.0,63.0
1650978391.0,6.0,76.0
1650978391.0,9.0,79.0
1650978392.0,1.0,55.0
1650978393.0,3.0,66.0
1650978393.0,9.0,77.0
1650978393.0,6.0,76.0
1650978393.0,1.0,55.0
1650978393.0,3.0,61.0
1650978394.0,9.0,82.0
1650978395.0,6.0,75.0
1650978395.0,1.0,53.0
1650978395.0,3.0,61.0
1650978396.0,6.0,80.0
1650978396.0,9.0,79.0
1650978398.0,1.0,57.0
1650978398.0,3.0,61.0
1650978399.0,6.0,77.0
1650978399.0,3.0,70.0
1650978399.0,9.0,86.0
1650978400.0,6.0,77.0
1650978400.0,1.0,57.0
1650978401.0,9.0,82.0
1650978402.0,6.0,83.0
1650978402.0,1.0,54.0
1650978402.0,3.0,65.0
1650978402.0,9.0,77.0
1650978403.0,6.0,85.0
1650978403.0,1.0,58.0
1650978404.0,3.0,65.0
1650978404.0,9.0,76.0
1650978405.0,6.0,79.0
1650978405.0,3.0,65.0
1650978405.0,9.0,76.0
1650978406.0,1.0,53.0
1650978407.0,9.0,77.0
1650978409.0,6.0,71.0
1650978409.0,1.0,51.0
1650978409.0,9.0,86.0
1650978410.0,6.0,74.0
1650978410.0,1.0,63.0
1650978410.0,3.0,69.0
1650978410.0,9.0,85.0
1650978411.0,6.0,85.0
1650978411.0,1.0,65.0
1650978412.0,9.0,81.0
1650978413.0,6.0,81.0
1650978413.0,1.0,57.0
1650978413.0,3.0,69.0
1650978413.0,9.0,84.0
1650978414.0,1.0,68.0
1650978415.0,3.0,64.0
1650978416.0,6.0,88.0
1650978416.0,1.0,64.0
1650978416.0,3.0,63.0
1650978416.0,9.0,80.0
1650978427.0,3.0,75.0
1650978428.0,6.0,72.0
1650978429.0,6.0,73.0
1650978429.0,3.0,67.0
1650978430.0,3.0,65.0
1650978431.0,9.0,80.0
1650978432.0,6.0,77.0
1650978432.0,1.0,52.0
1650978432.0,9.0,81.0
1650978433.0,6.0,70.0
1650978433.0,3.0,61.0
1650978434.0,9.0,79.0
1650978435.0,6.0,69.0
1650978435.0,1.0,52.0
1650978436.0,3.0,65.0
1650978436.0,9.0,83.0
1650978437.0,6.0,78.0
1650978437.0,1.0,58.0
1650978437.0,3.0,66.0
1650978438.0,9.0,81.0
1650978439.0,6.0,73.0
1650978439.0,1.0,55.0
1650978439.0,3.0,65.0
1650978440.0,1.0,53.0
1650978440.0,3.0,66.0
1650978441.0,6.0,70.0
1650978441.0,1.0,53.0
1650978442.0,3.0,65.0
1650978443.0,9.0,76.0
1650978444.0,1.0,52.0
1650978444.0,3.0,71.0
1650978444.0,9.0,77.0
1650978445.0,6.0,70.0
1650978445.0,1.0,54.0
1650978445.0,3.0,67.0
1650978446.0,1.0,64.0
1650978447.0,6.0,87.0
1650978447.0,3.0,67.0
1650978448.0,6.0,73.0
1650978448.0,3.0,65.0
1650978449.0,6.0,80.0
1650978449.0,1.0,60.0
1650978449.0,9.0,82.0
1650978450.0,9.0,81.0
1650978451.0,3.0,71.0
1650978452.0,9.0,80.0
1650978453.0,6.0,77.0
1650978453.0,1.0,59.0
1650978454.0,3.0,69.0
1650978455.0,1.0,56.0
1650978456.0,6.0,71.0
1650978456.0,3.0,68.0
1650978456.0,9.0,84.0
1650978457.0,1.0,67.0
1650978458.0,6.0,81.0
1650978458.0,1.0,64.0
1650978459.0,6.0,83.0
1650978459.0,3.0,65.0
1650978459.0,9.0,88.0
1650978460.0,1.0,69.0
1650978460.0,3.0,67.0
1650978461.0,6.0,87.0
1650978461.0,1.0,59.0
1650978462.0,6.0,79.0
1650978462.0,3.0,66.0
1650978462.0,3.0,64.0
1650978463.0,6.0,80.0
1650978463.0,1.0,61.0
1650978464.0,6.0,78.0
1650978465.0,1.0,58.0
1650978465.0,3.0,64.0
1650978466.0,9.0,77.0
1650978467.0,6.0,68.0
1650978467.0,1.0,54.0
1650978467.0,3.0,63.0
1650978467.0,6.0,69.0
1650978468.0,3.0,63.0
1650978468.0,9.0,74.0
1650978469.0,6.0,78.0
1650978469.0,1.0,52.0
1650978470.0,6.0,79.0
1650978470.0,3.0,72.0
1650978471.0,1.0,64.0
1650978471.0,3.0,77.0
1650978472.0,6.0,79.0
1650978472.0,9.0,85.0
1650978474.0,3.0,78.0
1650978474.0,6.0,79.0
1650978474.0,1.0,53.0
1650978474.0,9.0,77.0
1650978475.0,6.0,79.0
1650978476.0,1.0,53.0
1650978476.0,3.0,63.0
1650978477.0,9.0,77.0
1650978477.0,6.0,69.0
1650978477.0,1.0,53.0
1650978478.0,6.0,68.0
1650978479.0,1.0,58.0
1650978479.0,3.0,62.0
1650978480.0,6.0,68.0
1650978480.0,9.0,80.0
1650978481.0,1.0,61.0
1650978481.0,3.0,61.0
1650978482.0,6.0,81.0
1650978482.0,1.0,63.0
1650978482.0,3.0,71.0
1650978483.0,6.0,79.0
1650978483.0,9.0,87.0
1650978484.0,6.0,80.0
1650978484.0,3.0,72.0
1650978485.0,1.0,54.0
1650978485.0,3.0,71.0
1650978486.0,6.0,74.0
1650978486.0,9.0,80.0
1650978487.0,3.0,66.0
1650978488.0,6.0,79.0
1650978488.0,1.0,59.0
1650978488.0,3.0,65.0
1650978488.0,9.0,78.0
1650978499.0,3.0,65.0
1650978500.0,9.0,83.0
1650978501.0,6.0,77.0
1650978501.0,1.0,57.0
1650978502.0,9.0,86.0
1650978503.0,6.0,74.0
1650978503.0,1.0,56.0
1650978503.0,3.0,65.0
1650978504.0,1.0,58.0
1650978505.0,6.0,80.0
1650978505.0,1.0,52.0
1650978505.0,3.0,61.0
1650978506.0,6.0,77.0
1650978506.0,3.0,60.0
1650978507.0,1.0,53.0
1650978508.0,1.0,55.0
1650978508.0,3.0,77.0
1650978509.0,1.0,55.0
1650978509.0,3.0,63.0
1650978510.0,6.0,79.0
1650978510.0,3.0,64.0
1650978511.0,1.0,56.0
1650978512.0,6.0,79.0
1650978512.0,1.0,52.0
1650978512.0,3.0,64.0
1650978514.0,1.0,53.0
1650978515.0,6.0,80.0
1650978515.0,3.0,60.0
1650978516.0,6.0,86.0
1650978516.0,3.0,61.0
1650978517.0,9.0,85.0
1650978518.0,1.0,65.0
1650978518.0,3.0,74.0
1650978518.0,9.0,83.0
1650978519.0,6.0,89.0
1650978520.0,9.0,85.0
1650978521.0,1.0,63.0
1650978521.0,3.0,64.0
1650978522.0,6.0,77.0
1650978522.0,3.0,64.0
1650978523.0,1.0,56.0
1650978524.0,6.0,80.0
1650978524.0,3.0,64.0
1650978525.0,3.0,60.0
1650978527.0,6.0,70.0
1650978527.0,1.0,53.0
1650978527.0,3.0,64.0
1650978528.0,1.0,52.0
1650978528.0,3.0,63.0
1650978530.0,3.0,67.0
1650978531.0,3.0,67.0
1650978531.0,1.0,60.0
1650978533.0,3.0,70.0
1650978533.0,9.0,76.0
1650978534.0,6.0,79.0
1650978534.0,3.0,72.0
1650978535.0,1.0,57.0
1650978536.0,3.0,67.0
1650978536.0,9.0,77.0
1650978536.0,1.0,57.0
1650978537.0,3.0,67.0
1650978538.0,1.0,59.0
1650978538.0,9.0,80.0
1650978539.0,6.0,75.0
1650978539.0,3.0,63.0
1650978539.0,1.0,55.0
1650978540.0,3.0,63.0
1650978541.0,6.0,75.0
1650978541.0,9.0,91.0
1650978542.0,6.0,87.0
1650978542.0,3.0,70.0
1650978543.0,1.0,63.0
1650978543.0,3.0,70.0
1650978543.0,1.0,63.0
1650978544.0,9.0,86.0
1650978545.0,1.0,55.0
1650978545.0,3.0,68.0
1650978546.0,9.0,85.0
1650978547.0,6.0,81.0
1650978547.0,3.0,64.0
1650978548.0,6.0,83.0
1650978548.0,9.0,79.0
1650978548.0,9.0,77.0
1650978549.0,6.0,84.0
1650978549.0,1.0,55.0
1650978549.0,3.0,64.0
1650978550.0,1.0,53.0
1650978550.0,3.0,68.0
1650978551.0,6.0,74.0
1650978551.0,9.0,80.0
1650978552.0,6.0,71.0
1650978552.0,1.0,52.0
1650978552.0,3.0,63.0
1650978554.0,6.0,77.0
1650978555.0,6.0,81.0
1650978555.0,3.0,65.0
1650978555.0,1.0,73.0
1650978555.0,3.0,77.0
1650978556.0,9.0,81.0
1650978557.0,6.0,80.0
1650978557.0,1.0,54.0
1650978557.0,3.0,71.0
1650978558.0,6.0,79.0
1650978558.0,1.0,59.0
1650978558.0,3.0,65.0
1650978559.0,9.0,76.0
1650978571.0,3.0,67.0
1650978571.0,9.0,75.0
1650978572.0,6.0,83.0
1650978572.0,1.0,55.0
1650978573.0,3.0,65.0
1650978573.0,9.0,78.0
1650978574.0,6.0,77.0
1650978574.0,9.0,79.0
1650978576.0,1.0,56.0
1650978576.0,3.0,60.0
1650978576.0,6.0,69.0
1650978577.0,6.0,70.0
1650978578.0,1.0,55.0
1650978578.0,3.0,68.0
1650978579.0,6.0,76.0
1650978581.0,1.0,71.0
1650978581.0,3.0,64.0
1650978582.0,9.0,86.0
1650978583.0,6.0,84.0
1650978584.0,3.0,64.0
1650978584.0,9.0,83.0
1650978585.0,1.0,57.0
1650978585.0,9.0,83.0
1650978586.0,6.0,84.0
1650978586.0,1.0,57.0
1650978586.0,3.0,67.0
1650978587.0,1.0,57.0
1650978587.0,9.0,83.0
1650978588.0,6.0,70.0
1650978588.0,9.0,83.0
1650978589.0,1.0,54.0
1650978589.0,3.0,63.0
1650978590.0,1.0,54.0
1650978590.0,9.0,81.0
1650978591.0,3.0,63.0
1650978591.0,9.0,87.0
1650978591.0,6.0,70.0
1650978592.0,1.0,65.0
1650978593.0,3.0,72.0
1650978593.0,9.0,88.0
1650978594.0,1.0,71.0
1650978595.0,1.0,73.0
1650978596.0,6.0,77.0
1650978596.0,3.0,65.0
1650978597.0,6.0,75.0
1650978597.0,3.0,70.0
1650978598.0,1.0,57.0
1650978598.0,3.0,67.0
1650978600.0,6.0,78.0
1650978600.0,1.0,61.0
1650978600.0,3.0,66.0
1650978600.0,9.0,82.0
1650978601.0,6.0,69.0
1650978601.0,9.0,80.0
1650978602.0,3.0,63.0
1650978602.0,9.0,88.0
1650978602.0,6.0,70.0
1650978603.0,1.0,55.0
1650978603.0,6.0,74.0
1650978604.0,3.0,68.0
1650978605.0,6.0,87.0
1650978607.0,1.0,64.0
1650978607.0,9.0,87.0
1650978608.0,6.0,89.0
1650978608.0,3.0,68.0
1650978609.0,6.0,73.0
1650978609.0,1.0,57.0
1650978609.0,3.0,71.0
1650978609.0,9.0,85.0
1650978610.0,1.0,56.0
1650978610.0,9.0,85.0
1650978611.0,6.0,77.0
1650978611.0,3.0,68.0
1650978612.0,1.0,55.0
1650978612.0,3.0,68.0
1650978613.0,9.0,90.0
1650978614.0,6.0,67.0
1650978614.0,1.0,51.0
1650978614.0,3.0,63.0
1650978615.0,9.0,85.0
1650978616.0,6.0,67.0
1650978616.0,1.0,51.0
1650978616.0,3.0,63.0
1650978616.0,9.0,81.0
1650978617.0,6.0,88.0
1650978617.0,1.0,67.0
1650978617.0,3.0,72.0
1650978618.0,1.0,63.0
1650978620.0,6.0,83.0
1650978620.0,1.0,68.0
1650978621.0,1.0,59.0
1650978623.0,1.0,58.0
1650978623.0,3.0,72.0
1650978624.0,9.0,87.0
1650978625.0,6.0,71.0
1650978625.0,3.0,61.0
1650978627.0,1.0,52.0
1650978627.0,3.0,60.0
1650978627.0,9.0,84.0
1650978628.0,6.0,71.0
1650978628.0,3.0,61.0
1650978629.0,9.0,86.0
1650978630.0,6.0,74.0
1650978630.0,3.0,67.0
1650978631.0,6.0,74.0
1650978631.0,1.0,56.0
1650978632.0,3.0,67.0
1650978633.0,6.0,70.0
1650978633.0,3.0,64.0
1650978633.0,9.0,75.0
1650978634.0,1.0,51.0
1650978635.0,9.0,77.0
1650978636.0,6.0,70.0
1650978636.0,1.0,56.0
1650978637.0,9.0,87.0
1650978637.0,6.0,80.0
1650978637.0,1.0,67.0
1650978637.0,3.0,68.0
1650978639.0,1.0,59.0
1650978640.0,3.0,79.0
1650978640.0,9.0,94.0
1650978651.0,1.0,66.0
1650978651.0,3.0,71.0
1650978651.0,9.0,82.0
1650978652.0,6.0,76.0
1650978652.0,1.0,57.0
1650978653.0,1.0,55.0
1650978653.0,3.0,67.0
1650978653.0,6.0,80.0
1650978655.0,1.0,59.0
1650978656.0,3.0,69.0
1650978656.0,9.0,79.0
1650978657.0,6.0,71.0
1650978657.0,1.0,55.0
1650978657.0,3.0,63.0
1650978658.0,1.0,55.0
1650978659.0,6.0,73.0
1650978659.0,1.0,60.0
1650978659.0,9.0,83.0
1650978660.0,3.0,71.0
1650978660.0,9.0,79.0
1650978661.0,1.0,84.0
1650978662.0,6.0,83.0
1650978662.0,1.0,64.0
1650978662.0,9.0,86.0
1650978664.0,3.0,65.0
1650978664.0,6.0,80.0
1650978664.0,1.0,56.0
1650978665.0,1.0,55.0
1650978666.0,3.0,66.0
1650978666.0,9.0,80.0
1650978666.0,6.0,83.0
1650978667.0,3.0,68.0
1650978667.0,9.0,78.0
1650978668.0,1.0,57.0
1650978668.0,9.0,79.0
1650978669.0,1.0,53.0
1650978669.0,3.0,71.0
1650978670.0,6.0,73.0
1650978670.0,1.0,56.0
1650978671.0,9.0,84.0
1650978671.0,6.0,71.0
1650978671.0,1.0,60.0
1650978672.0,6.0,85.0
1650978672.0,3.0,63.0
1650978673.0,1.0,63.0
1650978674.0,6.0,82.0
1650978674.0,3.0,65.0
1650978674.0,9.0,83.0
1650978675.0,1.0,57.0
1650978675.0,3.0,65.0
1650978676.0,6.0,80.0
1650978676.0,9.0,87.0
1650978676.0,1.0,53.0
1650978676.0,3.0,68.0
1650978677.0,3.0,68.0
1650978678.0,1.0,54.0
1650978679.0,6.0,74.0
1650978679.0,9.0,76.0
1650978680.0,3.0,68.0
1650978681.0,6.0,71.0
1650978681.0,3.0,62.0
1650978681.0,9.0,83.0
1650978682.0,6.0,70.0
1650978682.0,1.0,55.0
1650978682.0,9.0,80.0
1650978683.0,6.0,70.0
1650978683.0,3.0,61.0
1650978684.0,1.0,59.0
1650978685.0,6.0,81.0
1650978685.0,1.0,58.0
1650978686.0,6.0,82.0
1650978686.0,3.0,66.0
1650978686.0,9.0,87.0
1650978687.0,1.0,59.0
1650978688.0,6.0,82.0
1650978688.0,1.0,52.0
1650978688.0,3.0,65.0
1650978688.0,9.0,85.0
1650978689.0,3.0,66.0
1650978689.0,9.0,78.0
1650978690.0,6.0,73.0
1650978690.0,3.0,66.0
1650978690.0,9.0,77.0
1650978692.0,1.0,53.0
1650978692.0,9.0,78.0
1650978693.0,6.0,68.0
1650978693.0,1.0,54.0
1650978694.0,3.0,62.0
1650978694.0,9.0,84.0
1650978694.0,6.0,68.0
1650978694.0,1.0,50.0
1650978694.0,9.0,79.0
1650978695.0,6.0,77.0
1650978696.0,1.0,56.0
1650978697.0,3.0,67.0
1650978697.0,1.0,62.0
1650978697.0,9.0,97.0
1650978699.0,6.0,86.0
1650978699.0,3.0,66.0
1650978700.0,1.0,65.0
1650978701.0,6.0,78.0
1650978702.0,3.0,65.0
1650978702.0,9.0,81.0
1650978703.0,1.0,61.0
1650978703.0,3.0,66.0
1650978703.0,1.0,61.0
1650978703.0,9.0,81.0
1650978704.0,6.0,77.0
1650978705.0,3.0,68.0
1650978706.0,6.0,75.0
1650978706.0,1.0,54.0
1650978706.0,9.0,80.0
1650978707.0,9.0,83.0
1650978708.0,6.0,72.0
1650978708.0,1.0,56.0
1650978708.0,3.0,68.0
1650978709.0,6.0,85.0
1650978709.0,3.0,66.0
1650978709.0,9.0,77.0
1650978710.0,3.0,74.0
1650978711.0,9.0,93.0
1650978712.0,6.0,83.0
1650978712.0,1.0,74.0
1650978714.0,3.0,66.0
1650978714.0,9.0,79.0
1650978715.0,6.0,82.0
1650978715.0,3.0,66.0
1650978716.0,9.0,79.0
1650978717.0,1.0,62.0
1650978717.0,3.0,67.0
1650978717.0,9.0,79.0
1650978718.0,6.0,70.0
1650978718.0,3.0,66.0
1650978718.0,1.0,57.0
1650978719.0,6.0,79.0
1650978719.0,1.0,53.0
1650978719.0,9.0,75.0
1650978721.0,6.0,84.0
1650978721.0,3.0,65.0
1650978722.0,1.0,65.0
1650978722.0,3.0,78.0
1650978723.0,6.0,83.0
1650978724.0,6.0,85.0
1650978724.0,3.0,68.0
1650978724.0,1.0,65.0
1650978725.0,3.0,74.0
1650978725.0,9.0,74.0
1650978726.0,6.0,78.0
1650978726.0,1.0,63.0
1650978727.0,3.0,65.0
1650978727.0,9.0,79.0
1650978728.0,3.0,65.0
1650978740.0,9.0,77.0
1650978742.0,6.0,76.0
1650978742.0,3.0,68.0
1650978742.0,9.0,74.0
1650978743.0,1.0,53.0
1650978743.0,3.0,64.0
1650978744.0,9.0,84.0
1650978745.0,1.0,58.0
1650978746.0,1.0,57.0
1650978746.0,3.0,70.0
1650978746.0,9.0,85.0
1650978747.0,6.0,77.0
1650978748.0,6.0,72.0
1650978748.0,1.0,55.0
1650978748.0,9.0,80.0
1650978749.0,1.0,60.0
1650978749.0,9.0,79.0
1650978751.0,6.0,79.0
1650978751.0,3.0,67.0
1650978751.0,9.0,81.0
1650978752.0,6.0,79.0
1650978752.0,9.0,82.0
1650978753.0,3.0,70.0
1650978754.0,9.0,85.0
1650978755.0,6.0,70.0
1650978755.0,1.0,55.0
1650978755.0,9.0,83.0
1650978756.0,3.0,63.0
1650978757.0,6.0,85.0
1650978757.0,1.0,56.0
1650978757.0,1.0,67.0
1650978758.0,6.0,89.0
1650978758.0,3.0,72.0
1650978759.0,3.0,67.0
1650978759.0,9.0,86.0
1650978760.0,6.0,93.0
1650978760.0,1.0,68.0
1650978761.0,3.0,68.0
1650978761.0,6.0,83.0
1650978762.0,3.0,66.0
1650978763.0,6.0,78.0
1650978763.0,1.0,59.0
1650978763.0,9.0,85.0
1650978763.0,9.0,82.0
1650978764.0,6.0,85.0
1650978764.0,3.0,69.0
1650978765.0,1.0,59.0
1650978765.0,3.0,65.0
1650978767.0,1.0,57.0
1650978767.0,3.0,62.0
1650978767.0,9.0,80.0
1650978768.0,1.0,57.0
1650978768.0,3.0,63.0
1650978768.0,9.0,81.0
1650978769.0,6.0,83.0
1650978770.0,1.0,65.0
1650978770.0,3.0,71.0
1650978771.0,6.0,92.0
1650978772.0,9.0,92.0
1650978772.0,1.0,68.0
1650978773.0,3.0,73.0
1650978773.0,9.0,89.0
1650978774.0,6.0,85.0
1650978774.0,1.0,57.0
1650978774.0,3.0,66.0
1650978775.0,1.0,56.0
1650978776.0,3.0,68.0
1650978777.0,1.0,57.0
1650978777.0,3.0,68.0
1650978777.0,9.0,81.0
1650978778.0,6.0,72.0
1650978778.0,1.0,56.0
1650978779.0,3.0,67.0
1650978780.0,6.0,70.0
1650978780.0,1.0,54.0
1650978781.0,6.0,76.0
1650978781.0,3.0,61.0
1650978782.0,1.0,68.0
1650978782.0,3.0,72.0
1650978784.0,1.0,75.0
1650978785.0,6.0,84.0
1650978785.0,3.0,65.0
1650978787.0,6.0,78.0
1650978787.0,1.0,74.0
1650978787.0,9.0,79.0
1650978788.0,6.0,77.0
